"{0, 0, 1, 1}","{9.103735784521545, 9.103735784521545, 10.153085462084752, 10.153085462084752}","{4.23}","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"{20.307170924169505, -91.83219353280732}","{20.317170924169506, -88.26225024572054}","{20.327170924169504, -84.88249629117885 + 5.389977285935654*^-48*I}","{20.337170924169506, -86.62863514393086 + 8.802479334015245*^-48*I}","{20.347170924169504, -82.56367800299}","{20.357170924169505, -79.81176783006211}","{20.367170924169503, -77.60330231934493 + 2.505771653560369*^-48*I}","{20.377170924169505, -75.89417891955804}","{20.387170924169503, -73.39984784145045}","{20.397170924169505, -71.99201121256739}","{20.407170924169503, -69.86445599037566}","{20.417170924169504, -70.48195831345889}","{20.427170924169506, -64.67116609308148}","{20.437170924169507, -63.13389355844657}","{20.447170924169505, -61.099346929635075}","{20.457170924169507, -59.811576965116956 - 4.2548934503421237*^-47*I}","{20.467170924169505, -56.57283115265261}","{20.477170924169506, -54.215038725159275}","{20.487170924169504, -53.9063465729553}","{20.497170924169506, -52.236294210547086}","{20.507170924169507, -50.27847893526027 - 2.1252067110925*^-46*I}","{20.517170924169505, -47.55605522274912}","{20.527170924169504, -45.35897578286354}","{20.537170924169505, -44.01286092431309}","{20.547170924169503, -43.148857586034154}","{20.557170924169505, -41.531686985227466}","{20.567170924169506, -41.868374978334785}","{20.577170924169504, -38.78896312493386}","{20.587170924169506, -36.23065089259204}","{20.597170924169507, -31.743231159684804}","{20.607170924169505, -35.072189037280936}","{20.617170924169503, -33.38577105740555}","{20.627170924169505, -30.33952998066046}","{20.637170924169503, -31.489301675776687}","{20.647170924169505, -29.318077656951104}","{20.657170924169506, -28.248246098289002}","{20.667170924169504, -27.554261312191635}","{20.677170924169506, -26.387064999989448 - 2.0757327132986786*^-47*I}","{20.687170924169507, -24.905036373725295}","{20.697170924169505, -23.845140973178786}","{20.707170924169503, -22.657317407366932}","{20.717170924169505, -20.578264079329237}","{20.727170924169503, -22.157559645306527}","{20.737170924169504, -18.464185962173644}","{20.747170924169506, -18.35166336237082}","{20.757170924169504, -17.222223099044506}","{20.767170924169505, -16.40926956475051 - 1.6944314219565718*^-47*I}","{20.777170924169507, -15.556420665409448}","{20.787170924169505, -14.500487997199471}","{20.797170924169503, -13.247941077461405}","{20.807170924169505, -12.251073954512734}","{20.817170924169503, -12.75021110700974}","{20.827170924169504, -11.99280439757056}","{20.837170924169506, 25.261600436442706}","{20.847170924169504, -8.699276530468836}","{20.857170924169505, -7.913660780969728}","{20.867170924169507, -7.138478985457489}","{20.877170924169505, -6.24825967447493}","{20.887170924169503, -5.348392968033224 - 3.0038371656900554*^-47*I}","{20.897170924169505, -4.686591486742714}","{20.907170924169503, -4.276633320665653}","{20.917170924169504, -3.8017891378331328}","{20.927170924169506, -4.118338875056459}","{20.937170924169504, -2.4896661694566617}","{20.947170924169505, -2.0502165401252057}","{20.957170924169507, -1.6458481068969775}","{20.967170924169505, -0.9660908338159189}","{20.977170924169506, 0.11602876363184578}","{20.987170924169508, 1.1424134520547966 - 3.266116588629344*^-47*I}","{20.997170924169506, 1.720371470140364}","{21.007170924169504, 1.8921946223510417}","{21.017170924169505, 1.626445662354751}","{21.027170924169504, 2.0845748382552287}","{21.037170924169505, 11.288912178242686}","{21.047170924169507, 3.921846032127956}","{21.057170924169505, 4.378427136106726}","{21.067170924169506, 4.791228993534663}","{21.077170924169508, 5.3800286230111}","{21.087170924169506, 6.133770775500022}","{21.097170924169504, 6.7958853273901845}","{21.107170924169505, 7.120264984600723}","{21.117170924169503, 7.146395746718959}","{21.127170924169505, 7.202273060484593 - 1.030872781793414*^-46*I}","{21.137170924169506, 7.511326600985271}","{21.147170924169505, 8.31008801334692}","{21.157170924169506, 8.901057346799394 - 1.03839457875769*^-46*I}","{21.167170924169508, 9.325993911541318}","{21.177170924169506, 9.367636295189996}","{21.187170924169504, 9.63909533115806}","{21.197170924169505, 10.11362449005658 - 2.9574535285549547*^-46*I}","{21.207170924169503, 10.908753708548243}","{21.217170924169505, 11.489442977015372}","{21.227170924169506, 11.869697110289366}","{21.237170924169504, 11.979611404896858}","{21.247170924169506, 12.035004443079842}","{21.257170924169507, 12.28986047012775 - 1.5764235166919492*^-46*I}","{21.267170924169505, 12.728361244254941}","{21.277170924169504, 14.092219827641337}","{21.287170924169505, 15.24643596460973}","{21.297170924169503, 14.643515632886455}"
